URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://fhir.org/guides/onc/us-quality-core/ValueSet/us-quality-core-non-negative-event-status,0.5.0,active,,NonNegativeEventStatus,Non-Negative Event Status,"This value set defines the set of codes that indicate a non-negated event status (i.e. codes that are not `not-done`)","StructureDefinition/us-quality-core-procedure,StructureDefinition/us-quality-core-communication","hl7.fhir.r4.core"
http://fhir.org/guides/onc/us-quality-core/ValueSet/us-quality-core-non-negative-immunization-status,0.5.0,active,,NonNegativeImmunizationStatus,Non-Negative Immunization Status,"This value set defines the set of codes that indicate a non-negated event status for immunization resources (i.e. codes that are not `not-done`)","StructureDefinition/us-quality-core-immunization","hl7.fhir.r4.core"
http://fhir.org/guides/onc/us-quality-core/ValueSet/us-quality-core-non-negative-medication-admin-status,0.5.0,active,,NonNegativeMedicationAdministrationStatus,Non-Negative MedicationAdministration Status,"This value set defines the set of codes that indicate a non-negated medication administration status (i.e. codes that are not `not-done`)","StructureDefinition/us-quality-core-medicationadministration","THO"
http://fhir.org/guides/onc/us-quality-core/ValueSet/us-quality-core-non-negative-medicationdispense-status,0.5.0,active,,NonNegativeMedicationDispenseStatus,Non-Negative MedicationDispense Status,"This value set defines the set of codes that indicate a non-negated medication dispense status (i.e. codes that are not `declined`)","StructureDefinition/us-quality-core-medicationdispense","THO"
http://fhir.org/guides/onc/us-quality-core/ValueSet/us-quality-core-non-negative-observation-status,0.5.0,active,,NonNegativeObservationStatus,Non-Negative Observation Status,"This value set defines the set of codes that indicate a non-negated observation status (i.e. codes that are not `cancelled`)","StructureDefinition/us-quality-core-simple-observation,StructureDefinition/us-quality-core-nonpatient-observation,StructureDefinition/us-quality-core-observation-lab,StructureDefinition/us-quality-core-observation-screening-assessment,StructureDefinition/us-quality-core-observation-clinical-result","hl7.fhir.r4.core"
http://fhir.org/guides/onc/us-quality-core/ValueSet/us-quality-core-non-negative-task-status,0.5.0,active,,NonNegativeTaskStatus,Non-Negative Task Status,"This value set defines the set of codes that indicate a non-negated task status (i.e. codes that are not `rejected`)","StructureDefinition/us-quality-core-task","hl7.fhir.r4.core"
http://fhir.org/guides/onc/us-quality-core/ValueSet/us-quality-core-observation-body-position,0.5.0,active,,USQualityCoreObservationBodyPosition,US Quality Core Observation Body Position,"SNOMED CT code system values descending from the following:'body position finding' 9851009",,"SCT"
http://fhir.org/guides/onc/us-quality-core/ValueSet/us-quality-core-present-on-admission,0.5.0,active,,USQualityCorePresentOnAdmission,USQualityCore Present On Admission Codes,"Value Set for USQualityCore Present On Admission.","StructureDefinition/us-quality-core-encounter-diagnosisPresentOnAdmission","hl7.terminology.r4"
http://hl7.org/fhir/ValueSet/address-use,4.0.1,active,"2.16.840.1.113883.4.642.3.67",AddressUse,AddressUse,"The use of an address.","StructureDefinition/us-quality-core-patient","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/adverse-event-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.835",SNOMEDCTClinicalFindings,SNOMED CT Clinical Findings,"This value set includes all SNOMED CT Clinical Findings.","StructureDefinition/us-quality-core-adverseevent","SCT"
http://hl7.org/fhir/ValueSet/body-site,4.0.1,draft,"2.16.840.1.113883.4.642.3.141",SNOMEDCTBodyStructures,SNOMED CT Body Structures,"This value set includes all codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 442083009 (Anatomical or acquired body site (body structure)).","StructureDefinition/us-quality-core-bodystructure,StructureDefinition/us-quality-core-deviceusestatement","SCT"
http://hl7.org/fhir/ValueSet/bodystructure-relative-location,4.0.1,draft,"2.16.840.1.113883.4.642.3.140",BodystructureLocationQualifier,Bodystructure Location Qualifier,"SNOMED-CT concepts modifying the anatomic location","StructureDefinition/us-quality-core-bodystructure","SCT"
http://hl7.org/fhir/ValueSet/care-plan-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.148",CarePlanCategory,Care Plan Category,"Example codes indicating the category a care plan falls within.  Note that these are in no way complete and might not even be appropriate for some uses.","StructureDefinition/us-quality-core-careplan","SCT"
http://hl7.org/fhir/ValueSet/claim-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.558",ClaimTypeCodes,Claim Type Codes,"This value set includes Claim Type codes.","StructureDefinition/us-quality-core-claimresponse","THO"
http://hl7.org/fhir/ValueSet/claim-use,4.0.1,draft,"2.16.840.1.113883.4.642.3.544",Use,Use,"The purpose of the Claim: predetermination, preauthorization, claim.","StructureDefinition/us-quality-core-claimresponse","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/communication-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.172",CommunicationCategory,CommunicationCategory,"Codes for general categories of communications such as alerts, instructions, etc.","StructureDefinition/us-quality-core-communicationrequest","THO"
http://hl7.org/fhir/ValueSet/communication-topic,4.0.1,draft,"2.16.840.1.113883.4.642.3.983",CommunicationTopic,CommunicationTopic,"Codes describing the purpose or content of the communication.","StructureDefinition/us-quality-core-communicationnotdone","THO"
http://hl7.org/fhir/ValueSet/condition-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.161",Condition/Problem/DiagnosisCodes,Condition/Problem/Diagnosis Codes,"Example value set for Condition/Problem/Diagnosis codes.","StructureDefinition/us-quality-core-familymemberhistory","SCT"
http://hl7.org/fhir/ValueSet/condition-severity,4.0.1,draft,"2.16.840.1.113883.4.642.3.168",Condition/DiagnosisSeverity,Condition/Diagnosis Severity,"Preferred value set for Condition/Diagnosis severity grading.","StructureDefinition/us-quality-core-familymemberhistory","SCT"
http://hl7.org/fhir/ValueSet/data-absent-reason,4.0.1,active,"2.16.840.1.113883.4.642.3.5",DataAbsentReason,DataAbsentReason,"Used to specify why the normally expected content of the data element is missing.","StructureDefinition/us-quality-core-observation-screening-assessment,StructureDefinition/us-quality-core-observation-clinical-result","THO"
http://hl7.org/fhir/ValueSet/device-kind,4.0.1,draft,"2.16.840.1.113883.4.642.3.208",FHIRDeviceTypes,FHIR Device Types,"Codes used to identify medical devices. Includes concepts from SNOMED CT (http://www.snomed.org/) where concept is-a 49062001 (Device)  and is provided as a suggestive example.","StructureDefinition/us-quality-core-devicenotrequested,StructureDefinition/us-quality-core-devicerequest","SCT"
http://hl7.org/fhir/ValueSet/diagnostic-service-sections,4.0.1,draft,"2.16.840.1.113883.4.642.3.234",DiagnosticServiceSectionCodes,Diagnostic Service Section Codes,"This value set includes all the codes in HL7 V2 table 0074.","StructureDefinition/us-quality-core-diagnosticreport-lab","THO (V2)"
http://hl7.org/fhir/ValueSet/flag-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.122",FlagCategory,Flag Category,"Example list of general categories for flagged issues. (Not complete or necessarily appropriate.)","StructureDefinition/us-quality-core-flag","THO"
http://hl7.org/fhir/ValueSet/flag-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.124",FlagCode,Flag Code,"Example list of detail codes for flagged issues.  (Not complete or necessarily appropriate.)","StructureDefinition/us-quality-core-flag","SCT"
http://hl7.org/fhir/ValueSet/fm-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.592",FinancialResourceStatusCodes,Financial Resource Status Codes,"This value set includes Status codes.","StructureDefinition/us-quality-core-claimresponse","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/goal-start-event,4.0.1,draft,"2.16.840.1.113883.4.642.3.279",GoalStartEvent,Goal start event,"Identifies types of events that might trigger the start of a goal.","StructureDefinition/us-quality-core-goal","SCT"
http://hl7.org/fhir/ValueSet/icd-10,4.0.1,draft,"2.16.840.1.113883.4.642.3.531",ICD-10Codes,ICD-10 Codes,"This value set includes sample ICD-10 codes.","StructureDefinition/us-quality-core-claim","hl7.terminology.r4"
http://hl7.org/fhir/ValueSet/icd-10-procedures,4.0.1,draft,"2.16.840.1.113883.4.642.3.574",ICD-10ProcedureCodes,ICD-10 Procedure Codes,"This value set includes sample ICD-10 Procedure codes.","StructureDefinition/us-quality-core-claim","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/immunization-evaluation-dose-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.301",ImmunizationEvaluationDoseStatusCodes,Immunization Evaluation Dose Status codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the validity of a dose relative to a particular recommended schedule. This value set is provided as a suggestive example.","StructureDefinition/us-quality-core-immunizationevaluation","THO"
http://hl7.org/fhir/ValueSet/immunization-evaluation-target-disease,4.0.1,draft,"2.16.840.1.113883.4.642.3.300",ImmunizationEvaluationTargetDiseaseCodes,Immunization Evaluation Target Disease Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the disease that the evaluation is against. This value set is provided as a suggestive example and includes the SNOMED CT concepts from the 64572001 (Disease) hierarchy.","StructureDefinition/us-quality-core-immunizationevaluation","SCT"
http://hl7.org/fhir/ValueSet/immunization-status-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.992",ImmunizationStatusReasonCodes,Immunization Status Reason Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the reason why a dose of vaccine was not administered. This value set is provided as a suggestive example.","StructureDefinition/us-quality-core-immunization","THO (V3),SCT"
http://hl7.org/fhir/ValueSet/medication-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.375",SNOMEDCTMedicationCodes,SNOMED CT Medication Codes,"This value set includes all drug or medicament substance codes and all pharmaceutical/biologic products from SNOMED CT - provided as an exemplar value set.","StructureDefinition/us-quality-core-medicationnotrequested","SCT"
http://hl7.org/fhir/ValueSet/medicationdispense-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.1312",MedicationDispense Status Codes,Medication dispense  status  codes,"MedicationDispense Status Codes","StructureDefinition/us-quality-core-medicationdispensedeclined","THO"
http://hl7.org/fhir/ValueSet/name-use,4.0.1,active,"2.16.840.1.113883.4.642.3.65",NameUse,NameUse,"The use of a human name.","StructureDefinition/us-quality-core-patient","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/observation-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.403",ObservationCategoryCodes,Observation Category Codes,"Observation Category codes.","StructureDefinition/us-quality-core-observation-lab,StructureDefinition/us-quality-core-observation-screening-assessment,StructureDefinition/us-quality-core-observation-clinical-result","THO"
http://hl7.org/fhir/ValueSet/observation-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.396",LOINCCodes,LOINC Codes,"This value set includes all LOINC codes","StructureDefinition/us-quality-core-simple-observation,StructureDefinition/us-quality-core-nonpatient-observation,StructureDefinition/us-quality-core-observation-clinical-result","LOINC"
http://hl7.org/fhir/ValueSet/observation-interpretation,4.0.1,active,"2.16.840.1.113883.4.642.3.399",ObservationInterpretationCodes,Observation Interpretation Codes,"A categorical assessment, providing a rough qualitative interpretation of the observation value,    such as “normal”/ “abnormal”,”low” / “high”, “better” / “worse”, “susceptible” / “resistant”, “expected”/ “not expected”.    The value set is intended to be for ANY use where coded representation of an interpretation is needed.             Notes:          This is being communicated in v2.x in OBX-8 (Observation Interpretation), in v3 in ObservationInterpretation (CWE) in R1 (Representative Realm) and in FHIR in    Observation.interpretation. Historically these values come from the laboratory domain, and these codes are extensively    used. The value set binding is extensible, so codes outside the value set that are needed for interpretation concepts    (i.e. particular meanings) that are not included in the value set can be used, and these new codes may also be added to    the value set and published in a future version.","StructureDefinition/us-quality-core-observationcancelled,StructureDefinition/us-quality-core-simple-observation,StructureDefinition/us-quality-core-nonpatient-observation,StructureDefinition/us-quality-core-observation-lab,StructureDefinition/us-quality-core-observation-screening-assessment","THO (V3)"
http://hl7.org/fhir/ValueSet/organization-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.414",OrganizationType,Organization type,"This example value set defines a set of codes that can be used to indicate a type of organization.","StructureDefinition/us-quality-core-organization","THO"
http://hl7.org/fhir/ValueSet/procedure-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.432",ProcedureReasonCodes,Procedure Reason Codes,"This example value set defines the set of codes that can be used to indicate a reason for a procedure.","StructureDefinition/us-quality-core-procedure","SCT"
http://hl7.org/fhir/ValueSet/route-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.98",SNOMEDCTRouteCodes,SNOMED CT Route Codes,"This value set includes all Route codes from SNOMED CT - provided as an exemplar.","StructureDefinition/us-quality-core-medicationdispensedeclined,StructureDefinition/us-quality-core-medicationadministration,StructureDefinition/us-quality-core-medicationstatement","SCT"
http://hl7.org/fhir/ValueSet/substance-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.473",SubstanceCode,Substance Code,"This value set contains concept codes for specific substances. It includes codes from [SNOMED](http://snomed.info/sct) where concept is-a 105590001 (Substance (substance)) and where concept is-a 373873005 (Pharmaceutical / biologic product (product))","StructureDefinition/us-quality-core-substance","SCT"
http://hl7.org/fhir/ValueSet/task-code,4.0.1,active,"2.16.840.1.113883.4.642.3.1396",TaskCode,Task Codes,"Codes indicating the type of action that is expected to be performed","StructureDefinition/us-quality-core-taskrejected,StructureDefinition/us-quality-core-task","hl7.fhir.r4.core"
http://hl7.org/fhir/us/core/ValueSet/us-core-clinical-result-observation-category,7.0.0,active,"2.16.840.1.113883.4.642.40.2.48.6",USCoreClinicalResultObservationCategory,US Core Clinical Result Observation Category,"Used to classify the context of clinical result observations.","StructureDefinition/us-quality-core-observation-lab,StructureDefinition/us-quality-core-observation-clinical-result","THO"
http://hl7.org/fhir/us/core/ValueSet/us-core-condition-code,7.0.0,active,"2.16.840.1.113883.4.642.40.2.48.21",USCoreConditionCodes,US Core Condition Codes,"This describes the problem. Diagnosis/Problem List is broadly defined as a series of brief statements that catalog a patient's medical, nursing, dental, social, preventative and psychiatric events and issues that are relevant to that patient's healthcare (e.g., signs, symptoms, and defined conditions). ICD-10 is appropriate for Diagnosis information, and ICD-9 for historical information.","StructureDefinition/us-quality-core-servicenotrequested","SCT,hl7.terminology.r4"
http://hl7.org/fhir/us/core/ValueSet/us-core-diagnosticreport-report-and-note-codes,7.0.0,active,"2.16.840.1.113883.4.642.40.2.48.8",USCoreNonLaboratoryCodes,US Core Non Laboratory Codes,"This value set includes All LOINC codes defined as type ""clinical,"" therefore excluding laboratory tests, survey instruments, and claims documents. This includes observables such as vital signs, hemodynamics, intake/output, EKG, obstetric ultrasound, and cardiac echo, and includes discrete and narrative diagnostic observations and reports.","StructureDefinition/us-quality-core-diagnosticreport-note","LOINC"
http://hl7.org/fhir/us/core/ValueSet/us-core-laboratory-test-codes,7.0.0,active,"2.16.840.1.113883.4.642.40.2.48.24",USCoreLaboratoryTestCodes,US Core Laboratory Test Codes,"Laboratory LOINC codes: From the introduction to August 2022 LOINC Users' guide; ""The current scope of the existing laboratory portion of the LOINC  database includes all observations reported by clinical laboratories, including the specialty areas: chemistry, including therapeutic drug monitoring and toxicology; hematology; serology; blood bank; microbiology; cytology; surgical pathology; and fertility.","StructureDefinition/us-quality-core-observation-lab","LOINC"
http://hl7.org/fhir/us/core/ValueSet/us-core-observation-value-codes,6.1.0,active,,USCoreObservationValueCodes,US Core Observation Value Codes (SNOMED-CT),"[Snomed-CT](http://www.ihtsdo.org/) concept codes for coded results","StructureDefinition/us-quality-core-observationcancelled,StructureDefinition/us-quality-core-simple-observation,StructureDefinition/us-quality-core-nonpatient-observation","SCT"
http://hl7.org/fhir/us/core/ValueSet/us-core-screening-assessment-observation-category,7.0.0,active,"2.16.840.1.113883.4.642.40.2.48.18",USCoreScreeningAssessmentObservationCategory,US Core Screening Assessment Observation Category,"Category codes used in the US Core Observation Screening Assessment Profile to help identify the type of USCDI Health Status/Assessment data class being reported.","StructureDefinition/us-quality-core-observation-screening-assessment","hl7.fhir.us.core"
http://hl7.org/fhir/us/core/ValueSet/us-core-survey-codes,7.0.0,active,"2.16.840.1.113883.4.642.40.2.48.20",USCoreSurveyCodes,US Core Survey Codes,"This value set includes screening and assessment panel codes in LOINC (Refer to [Appendix A](https://loinc.org/kb/users-guide/loinc-database-structure/) of LOINC Users' Guide).","StructureDefinition/us-quality-core-observation-screening-assessment","LOINC"
http://terminology.hl7.org/ValueSet/POAIndicators,2.0.0,active,,PresentOnAdmissionIndicators,Present on Admission Indicators,"Concepts that describe whether a condition is present when a patient is admitted to a healthcare facility. ","StructureDefinition/us-quality-core-claim","hl7.terminology.r4"
http://terminology.hl7.org/ValueSet/appropriateness-score,2.0.0,active,,AppropriatenessScore,Appropriateness Score,"The scoring for appropriateness of an action based upon RAND.","StructureDefinition/us-quality-core-servicerequest-appropriatenessScore","THO"
http://terminology.hl7.org/ValueSet/clinical-discharge-disposition,2.0.0,active,,ClinicalDischargeDisposition,Clinical Discharge Disposition,"This value set defines a set of codes that can be used to where the patient left the hospital. Note that this value set explicitly removes 'oth' (Other) to allow the binding strength to be extensible and therefore allow the exchange of additional concepts without requiring mapping to 'oth.'","StructureDefinition/us-quality-core-encounter","THO"
http://terminology.hl7.org/ValueSet/communication-topic,1.0.1,active,"2.16.840.1.113883.4.642.3.983",CommunicationTopic,CommunicationTopic,"Codes describing the purpose or content of the communication.","StructureDefinition/us-quality-core-communication","THO"
http://terminology.hl7.org/ValueSet/v3-ActPharmacySupplyType,2014-03-26,active,"2.16.840.1.113883.1.11.16208",v3.ActPharmacySupplyType,V3 Value SetActPharmacySupplyType," Identifies types of dispensing events","StructureDefinition/us-quality-core-medicationdispense","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-FamilyMember,2014-03-26,active,"2.16.840.1.113883.1.11.19579",v3.FamilyMember,V3 Value SetFamilyMember," A relationship between two people characterizing their ""familial"" relationship","StructureDefinition/us-quality-core-familymemberhistory","THO (V3)"
